team,category,iff,archive,offset,size,resolved,label,crc32
uniforms,Team-Select Jersey Decal,disc_56018bde.iff,0B,0x7F6D000,0xC1E49,1,Washington Away Jersey Decal,0x56018BDE
uniforms,uniform_components,disc_5656db3c.iff,0A,0x6B742000,0xD08CE,1,Uniform component - 2048x512 4444,0x5656DB3C
uniforms,uniform_components,disc_5708e0e3.iff,0A,0x564EB800,0x210DC1,1,Uniform component - 2048x512 DXN,0x5708E0E3
custom,uniform_customizable,disc_5709d4b4.iff,0A,0x6740F000,0xFDBCE,1,Customizable-team jersey template (RGB tint),0x5709D4B4
uniforms,uniform_components,disc_576cad07.iff,0A,0x5C930800,0x1E6954,1,Uniform component - 2048x512 DXN,0x576CAD07
custom,uniform_customizable,disc_57bc153d.iff,0B,0x53FA000,0xCB205,1,Customizable-team jersey template (RGB tint),0x57BC153D
uniforms,uniform_components,disc_599ce992.iff,0B,0x1076D800,0x199CDC,1,Uniform component - 2048x512 DXN,0x599CE992
uniforms,uniform_components,disc_59fb2d54.iff,0B,0x10B1E000,0x1D8667,1,Uniform component - 2048x512 DXN,0x59FB2D54
custom,uniform_customizable,disc_5a0aa124.iff,0B,0x7CFF800,0xC876B,1,Customizable-team jersey template (RGB tint),0x5A0AA124
custom,uniform_customizable,disc_5a510fea.iff,0B,0x2983000,0xC95F0,1,Customizable-team jersey template (RGB tint),0x5A510FEA
nyi,Team-Select Jersey Decal,disc_5aa1fdec.iff,0A,0x661A8800,0x112B5E,1,Buffalo Alternate Jersey Decal,0x5AA1FDEC
custom,uniform_customizable,disc_5d387d42.iff,0A,0x68464000,0xD1B0F,1,Customizable-team jersey template (RGB tint),0x5D387D42
uniforms,uniform_components,disc_5d7d8525.iff,0A,0x5AA91000,0x1EF095,1,Uniform component - 2048x512 DXN,0x5D7D8525
lak,Team-Select Jersey Decal,disc_5e1c2fc9.iff,0B,0x33F4000,0xF6F8C,1,Nashville Jersey Decal (Home or Away),0x5E1C2FC9
uniforms,uniform_components,disc_5e47dc82.iff,0B,0xC800000,0x19500A,1,Uniform component - 2048x512 DXN,0x5E47DC82
uniforms,Creation Zone Logo,disc_5f508305.iff,0A,0x69DCE800,0xA9A8F,1,"Custom Jersey Decal (recolorable, no logo)",0x5F508305
uniforms,uniform,disc_5f9b5867.iff,0B,0x3AD9000,0x8F493,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0x5F9B5867
ott,Team-Select Jersey Decal,disc_5ff230f0.iff,0B,0x5A97800,0xEF452,1,San Jose Jersey Decal (Home or Away),0x5FF230F0
uniforms,Team-Select Jersey Decal,disc_600368e7.iff,0A,0x65991000,0xD02BF,1,Latvia Jersey Decal (Home or Away),0x600368E7
custom,uniform_customizable,disc_6059355e.iff,0B,0x4CBB800,0xB7F60,1,Customizable-team jersey template (RGB tint),0x6059355E
edm,Team-Select Jersey Decal,disc_60f53fe8.iff,0B,0x590A800,0xA23D2,1,Russia Jersey Decal (Home or Away),0x60F53FE8
uniforms,uniform_components,disc_619bf206.iff,0B,0xB82D000,0x20C699,1,Uniform component - 2048x512 DXN,0x619BF206
uniforms,uniform_components,disc_61c05cc8.iff,0B,0x17DED000,0x1ED0F2,1,Uniform component - 2048x512 DXN,0x61C05CC8
uniforms,Creation Zone Logo,disc_62083680.iff,0A,0x695FC800,0x9FE24,1,"Custom Jersey Decal (recolorable, no logo)",0x62083680
uniforms,uniform_components,disc_649a6548.iff,0A,0x595F0000,0x20F5BB,1,Uniform component - 2048x512 DXN,0x649A6548
uniforms,Creation Zone Logo,disc_64df9d2f.iff,0A,0x68CBE800,0xB52F3,1,Quebec Nordiques #2 - Creation Logo,0x64DF9D2F
uniforms,Team-Select Jersey Decal,disc_658bad3d.iff,0B,0x1225000,0xAB174,1,France Jersey Decal (Home or Away),0x658BAD3D
custom,uniform_customizable,disc_66aba48c.iff,0A,0x697ED800,0xB0D02,1,Customizable-team jersey template (RGB tint),0x66ABA48C
uniforms,uniform_components,disc_680f10e2.iff,0A,0x5A678000,0x2295BD,1,Uniform component - 2048x512 DXN,0x680F10E2
min,uniform,disc_68c51131.iff,0B,0x22A1800,0x11892A,1,Team-Select Jersey Decals - MIN_HOME,0x68C51131
uniforms,uniform,disc_69b7fe46.iff,0B,0x4AD0000,0x7AFE7,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0x69B7FE46
uniforms,uniform_components,disc_69cefea2.iff,0B,0xE7B3000,0x1D587F,1,Uniform component - 2048x512 DXN,0x69CEFEA2
uniforms,uniform_components,disc_6cc32958.iff,0A,0x56F76800,0x22B6B4,1,Uniform component - 2048x512 DXN,0x6CC32958
uniforms,Team-Select Jersey Decal,disc_6db4d851.iff,0A,0x68E64000,0xF17CF,1,Colorado Jersey Decal (Home or Away),0x6DB4D851
uniforms,uniform_components,disc_6e1e0d37.iff,0B,0x11D52000,0x203C78,1,Uniform component - 2048x512 DXN,0x6E1E0D37
uniforms,uniform_components,disc_6e5bc56d.iff,0B,0x9190800,0x1FE312,1,Uniform component - 2048x512 DXN,0x6E5BC56D
custom,uniform_customizable,disc_6e6ccb56.iff,0B,0x2F67800,0x8F0B9,1,Customizable-team jersey template (RGB tint),0x6E6CCB56
uniforms,uniform_components,disc_6e978a8e.iff,0A,0x5D9F2800,0x1DFFBB,1,Uniform component - 2048x512 DXN,0x6E978A8E
custom,uniform_customizable,disc_6eaaf8e9.iff,0A,0x66F97800,0xD9C96,1,Customizable-team jersey template (RGB tint),0x6EAAF8E9
uniforms,uniform_components,disc_6fb04fb3.iff,0B,0xE213000,0x1D35B7,1,Uniform component - 2048x512 DXN,0x6FB04FB3
uniforms,uniform_components,disc_6fed7a93.iff,0A,0x53EA7000,0x2294BF,1,Uniform component - 2048x512 DXN,0x6FED7A93
custom,uniform_customizable,disc_707d516e.iff,0B,0x2599800,0xED765,1,Customizable-team jersey template (RGB tint),0x707D516E
uniforms,uniform_components,disc_711a1f60.iff,0B,0xB664800,0x1C8103,1,Uniform component - 2048x512 DXN,0x711A1F60
custom,uniform_customizable,disc_7297e2b0.iff,0B,0x5591000,0xE7989,1,Customizable-team jersey template (RGB tint),0x7297E2B0
uniforms,uniform_components,disc_73117ed7.iff,0A,0x54CCE800,0x21B4BA,1,Uniform component - 2048x512 DXN,0x73117ED7
uniforms,Creation Zone Logo,disc_73445d9b.iff,0A,0x67C19000,0xCB601,1,Atlanta Flames #2 (Calgary) - Creation Logo,0x73445D9B
uniforms,uniform_components,disc_73989799.iff,0A,0x5E704000,0x1DAB47,1,Uniform component - 2048x512 DXN,0x73989799
uniforms,uniform_components,disc_75390c30.iff,0A,0x39C32800,0x2001EE,1,Uniform component - 2048x512 DXN,0x75390C30
custom,uniform_customizable,disc_75d70558.iff,0B,0x610F800,0x118F26,1,Customizable-team jersey template (RGB tint),0x75D70558
uniforms,uniform_components,disc_773b0595.iff,0A,0x5E8DF000,0x1D35A6,1,Uniform component - 2048x512 DXN,0x773B0595
uniforms,uniform_components,disc_77ad7195.iff,0A,0x591AA800,0x235A78,1,Uniform component - 2048x512 DXN,0x77AD7195
uniforms,uniform_components,disc_7802ed48.iff,0A,0x3945F000,0x1EA3FD,1,Uniform component - 2048x512 DXN,0x7802ED48
uniforms,uniform_components,disc_78653e8e.iff,0A,0x634DD000,0x231958,1,Uniform component - 2048x512 DXN,0x78653E8E
uniforms,uniform_components,disc_7885f0e2.iff,0A,0x61633800,0x2247D3,1,Uniform component - 2048x512 DXN,0x7885F0E2
col,Team-Select Jersey Decal,disc_792fad3a.iff,0B,0x1E1D800,0xD9D6F,1,Latvia Jersey Decal (Home or Away),0x792FAD3A
uniforms,uniform_components,disc_797eeb0b.iff,0B,0xC995800,0x1FDCB7,1,Uniform component - 2048x512 DXN,0x797EEB0B
uniforms,uniform_components,disc_79a8b44b.iff,0B,0x125D3800,0x258D60,1,Uniform component - 2048x512 DXN,0x79A8B44B
custom,uniform_customizable,disc_79e826a7.iff,0B,0x802F000,0xC30F6,1,Customizable-team jersey template (RGB tint),0x79E826A7
uniforms,uniform_components,disc_7b4972fb.iff,0A,0x5FDC4000,0x1E0FFE,1,Uniform component - 2048x512 DXN,0x7B4972FB
custom,uniform_customizable,disc_7b4a4da3.iff,0B,0x4BC6000,0xF5061,1,Customizable-team jersey template (RGB tint),0x7B4A4DA3
uniforms,Creation Zone Logo,disc_7ba4b99b.iff,0A,0x69207800,0xAC6B2,1,"Custom Jersey Decal (recolorable, no logo)",0x7BA4B99B
tor,Creation Zone Logo,disc_7c9e3173.iff,0B,0x72E3000,0xE8B08,1,Toronto Maple Leafs #2 - Creation Logo [Home],0x7C9E3173
custom,uniform_customizable,disc_7e5d7388.iff,0A,0x67A29000,0x1245ED,1,Customizable-team jersey template (RGB tint),0x7E5D7388
stl,Creation Zone Logo,disc_7f072b97.iff,0A,0x693FC000,0x9B097,1,"Custom Jersey Decal (recolorable, no logo)",0x7F072B97
uniforms,uniform_components,disc_7f7a7a9a.iff,0A,0x39250000,0x20EF17,1,Uniform component - 2048x512 DXN,0x7F7A7A9A
uniforms,uniform_components,disc_7feae0f7.iff,0A,0x5FFA5000,0x1F68D9,1,Uniform component - 2048x512 DXN,0x7FEAE0F7
uniforms,Team-Select Jersey Decal,disc_80fbc645.iff,0B,0xAE2000,0xDBBA3,1,Finland Jersey Decal (Home or Away),0x80FBC645
uniforms,Creation Zone Logo,disc_8366f22d.iff,0A,0x69497800,0xB249C,1,"Custom Jersey Decal (recolorable, no logo)",0x8366F22D
uniforms,uniform_components,disc_837e776b.iff,0B,0xD785800,0x226A55,1,Uniform component - 2048x512 DXN,0x837E776B
uniforms,Creation Zone Logo,disc_83880615.iff,0B,0x4669800,0xD82A5,1,Philadelphia Flyers #1 - Creation Logo,0x83880615
uniforms,uniform_components,disc_838b394d.iff,0A,0x60565000,0x1D1A5F,1,Uniform component - 2048x512 DXN,0x838B394D
uniforms,Creation Zone Logo,disc_84878310.iff,0A,0x6B407800,0xE45BE,1,Minnesota North Stars #1 (Dallas) - Creation Logo,0x84878310
uniforms,uniform_components,disc_864eca2c.iff,0B,0xBA39800,0x1F7832,1,Uniform component - 2048x512 DXN,0x864ECA2C
uniforms,uniform_components,disc_8655fab1.iff,0B,0x1194C000,0x1CA64E,1,Uniform component - 2048x512 DXN,0x8655FAB1
uniforms,Creation Zone Logo,disc_86e31772.iff,0B,0x6C42800,0xE5C8A,1,Tampa Bay #1 - Creation Logo,0x86E31772
uniforms,uniform_components,disc_8728ab41.iff,0A,0x60737000,0x1E7437,1,Uniform component - 2048x512 DXN,0x8728AB41
uniforms,uniform_components,disc_87bda123.iff,0A,0x5A2F4000,0x1C1F3D,1,Uniform component - 2048x512 DXN,0x87BDA123
uniforms,Team-Select Jersey Decal,disc_898c3be9.iff,0B,0x67B7800,0xBE6C1,1,Sweden Jersey Decal (Home or Away),0x898C3BE9
uniforms,Creation Zone Logo,disc_89c4cb92.iff,0A,0x6A4F6000,0xB148C,1,"Custom Jersey Decal (recolorable, no logo)",0x89C4CB92
uniforms,Team-Select Jersey Decal,disc_8ad2077c.iff,0B,0x1443000,0xD7847,1,Kazakhstan Jersey Decal (Home or Away),0x8AD2077C
uniforms,Team-Select Jersey Decal,disc_8ad59bd5.iff,0B,0x5E69800,0xBA5BD,1,Slovakia Jersey Decal (Home or Away),0x8AD59BD5
uniforms,uniform_components,disc_8b19f616.iff,0B,0xA39F800,0x21C55E,1,Uniform component - 2048x512 DXN,0x8B19F616
uniforms,uniform_components,disc_8b5adc2f.iff,0A,0x5D459800,0x1E3F7A,1,Uniform component - 2048x512 DXN,0x8B5ADC2F
nyr,uniform,disc_8c3f666c.iff,0B,0x3EEE800,0xDAA24,1,Team-Select Jersey Decals - NYR_HOME,0x8C3F666C
bos,uniform,disc_8c7aebf3.iff,0A,0x65C9F000,0x10231D,1,Team-Select Jersey Decals - BOS_ALT,0x8C7AEBF3
uniforms,uniform_components,disc_8cd27303.iff,0B,0x8FD5800,0x1BAC70,1,Uniform component - 2048x512 DXN,0x8CD27303
uniforms,uniform_components,disc_8d1264b7.iff,0B,0x140C5000,0x23B1E7,1,Uniform component - 2048x512 DXN,0x8D1264B7
cgy,Team-Select Jersey Decal,disc_8d12bfc0.iff,0A,0x65B31800,0xB69C5,1,Belarus Jersey Decal (Home or Away),0x8D12BFC0
uniforms,uniform,disc_8d44dbb0.iff,0A,0x67909000,0x8FE30,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0x8D44DBB0
custom,uniform_customizable,disc_8d67599e.iff,0A,0x6A5A7800,0xB982D,1,Customizable-team jersey template (RGB tint),0x8D67599E
uniforms,uniform_components,disc_8d863579.iff,0B,0x17A18000,0x1EA7E7,1,Uniform component - 2048x512 DXN,0x8D863579
uniforms,uniform_components,disc_8d89186d.iff,0B,0x12FFA800,0x2348A5,1,Uniform component - 2048x512 DXN,0x8D89186D
uniforms,uniform,disc_8deac1a5.iff,0B,0x6AD7000,0x8C0B8,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0x8DEAC1A5
uniforms,uniform_components,disc_8e468bb9.iff,0A,0x612BD800,0x1BA9EE,1,Uniform component - 2048x512 DXN,0x8E468BB9
custom,uniform_customizable,disc_8f07adac.iff,0B,0x3241000,0xBEEAD,1,Customizable-team jersey template (RGB tint),0x8F07ADAC
uniforms,Creation Zone Logo,disc_8f1b2a3a.iff,0B,0xEAD000,0xE562B,1,Florida Panthers #1 - Creation Logo,0x8F1B2A3A
njd,Team-Select Jersey Decal,disc_8f5c00c2.iff,0A,0x677DA000,0x12EEA2,1,Calgary Jersey Decal (Home or Away),0x8F5C00C2
uniforms,uniform_components,disc_8fdfa405.iff,0B,0x15440000,0x204185,1,Uniform component - 2048x512 DXN,0x8FDFA405
uniforms,uniform_components,disc_8ff94e23.iff,0A,0x5D63D800,0x1DA5C3,1,Uniform component - 2048x512 DXN,0x8FF94E23
det,Team-Select Jersey Decal,disc_90fe3bba.iff,0B,0x23BA800,0xF1509,1,Montreal Jersey Decal (Home or Away),0x90FE3BBA
nyr,uniform,disc_913e8d06.iff,0B,0x3BF8000,0xD48AA,1,Team-Select Jersey Decals - NYR_AWAY,0x913E8D06
njd,Team-Select Jersey Decal,disc_919b3509.iff,0B,0x2C98000,0xEA8DE,1,New Jersey Jersey Decal (Home or Away),0x919B3509
uniforms,uniform_components,disc_92f65334.iff,0A,0x5DF95800,0x1E3007,1,Uniform component - 2048x512 DXN,0x92F65334
uniforms,uniform,disc_94ceb913.iff,0B,0x1A9D800,0xB6A12,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0x94CEB913
nyi,uniform,disc_953e4074.iff,0B,0x34EB000,0x103EDB,1,Team-Select Jersey Decals - NYI_ALT,0x953E4074
custom,uniform_customizable,disc_955b3727.iff,0A,0x6675D800,0xE1A24,1,Customizable-team jersey template (RGB tint),0x955B3727
nsh,uniform,disc_9567c4fe.iff,0B,0x2D83000,0xDEDC9,1,Team-Select Jersey Decals - NSH_ALT,0x9567C4FE
uniforms,uniform_components,disc_956887c2.iff,0A,0x38AE8800,0x1BCEBB,1,Uniform component - 2048x512 DXN,0x956887C2
car,Team-Select Jersey Decal,disc_95f4763b.iff,0A,0x655F4800,0xF07EA,1,Atlanta Jersey Decal (Home or Away),0x95F4763B
uniforms,uniform_components,disc_9655c138.iff,0A,0x5E179000,0x1D7991,1,Uniform component - 2048x512 DXN,0x9655C138
chi,Team-Select Jersey Decal,disc_96c6e7a5.iff,0A,0x67F3B000,0x118956,1,Chicago Alternate Jersey Decal,0x96C6E7A5
uniforms,uniform_components,disc_9736fbeb.iff,0B,0x17678800,0x1B1B41,1,Uniform component - 2048x512 DXN,0x9736FBEB
uniforms,uniform_components,disc_975c88bd.iff,0A,0x5473B000,0x1D01EF,1,Uniform component - 2048x512 DXN,0x975C88BD
uniforms,uniform_components,disc_98546a8b.iff,0A,0x5CB17800,0x1DB3D6,1,Uniform component - 2048x512 DXN,0x98546A8B
fla,Team-Select Jersey Decal,disc_990b42f0.iff,0B,0x1078000,0x100CEB,1,Florida Jersey Decal (Home or Away),0x990B42F0
uniforms,uniform_components,disc_99fcabbb.iff,0B,0xF3BD000,0x209CD7,1,Uniform component - 2048x512 DXN,0x99FCABBB
uniforms,uniform_components,disc_9a27b656.iff,0A,0x5F622800,0x1EA5C7,1,Uniform component - 2048x512 DXN,0x9A27B656
uniforms,uniform_components,disc_9a9cd38f.iff,0A,0x56108800,0x1BEAFE,1,Uniform component - 2048x512 DXN,0x9A9CD38F
uniforms,Creation Zone Logo,disc_9aca7d36.iff,0A,0x68F55800,0xB0188,1,"Custom Jersey Decal (recolorable, no logo)",0x9ACA7D36
custom,uniform_customizable,disc_9cd84a37.iff,0B,0x13000,0xD5487,1,Customizable-team jersey template (RGB tint),0x9CD84A37
uniforms,uniform_components,disc_9cf7f887.iff,0A,0x5D0A2000,0x1D36A3,1,Uniform component - 2048x512 DXN,0x9CF7F887
uniforms,uniform_components,disc_9e6461dc.iff,0A,0x554F6800,0x23AD0F,1,Uniform component - 2048x512 DXN,0x9E6461DC
uniforms,Creation Zone Logo,disc_9e69ef3a.iff,0A,0x6915F000,0xA80AF,1,"Custom Jersey Decal (recolorable, no logo)",0x9E69EF3A
uniforms,Team-Select Jersey Decal,disc_9e8321ee.iff,0B,0x74B3800,0xBA708,1,Ukraine Jersey Decal (Home or Away),0x9E8321EE
uniforms,uniform_components,disc_9e84245a.iff,0A,0x5F80D000,0x1EAEC5,1,Uniform component - 2048x512 DXN,0x9E84245A
uniforms,Team-Select Jersey Decal,disc_9f093176.iff,0A,0x66CAA000,0xF22E5,1,Carolina Jersey Decal (Home or Away),0x9F093176
uniforms,uniform,disc_9fc13b4d.iff,0A,0x681FA800,0x9C944,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0x9FC13B4D
phi,uniform,disc_a1d2456f.iff,0B,0x44BF000,0xD7753,1,Team-Select Jersey Decals - PHI_ALT,0xA1D2456F
custom,uniform_customizable,disc_a2365657.iff,0B,0x42B8800,0x103875,1,Customizable-team jersey template (RGB tint),0xA2365657
uniforms,Team-Select Jersey Decal,disc_a29b5010.iff,0A,0x66A4B800,0xB947D,1,Canada Jersey Decal (Home or Away),0xA29B5010
chi,Team-Select Jersey Decal,disc_a2a60696.iff,0A,0x68630800,0x10978F,1,Chicago Jersey Decal (Home or Away),0xA2A60696
uniforms,Creation Zone Logo,disc_a3315abf.iff,0A,0x69FCE000,0xAB2B0,1,"Custom Jersey Decal (recolorable, no logo)",0xA3315ABF
wsh,Team-Select Jersey Decal,disc_a39c9366.iff,0B,0x457000,0xFBC77,1,Denmark Jersey Decal (Home or Away),0xA39C9366
uniforms,uniform,disc_a5439016.iff,0A,0x650CC800,0x8E6BA,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xA5439016
buf,uniform,disc_a5ae9c30.iff,0A,0x66924800,0x126E93,1,Team-Select Jersey Decals - BUF_ALT,0xA5AE9C30
uniforms,uniform_components,disc_a712b7db.iff,0A,0x62291800,0x1FBA15,1,Uniform component - 2048x512 DXN,0xA712B7DB
uniforms,uniform,disc_a71dec3f.iff,0B,0x7991000,0x8CC63,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xA71DEC3F
uniforms,uniform,disc_a7779f69.iff,0A,0x66430800,0x8FD74,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xA7779F69
uniforms,Creation Zone Logo,disc_a792c8b3.iff,0A,0x6A079800,0xA2599,1,"Custom Jersey Decal (recolorable, no logo)",0xA792C8B3
uniforms,Creation Zone Logo,disc_a9936300.iff,0A,0x6989E800,0xA489F,1,"Custom Jersey Decal (recolorable, no logo)",0xA9936300
uniforms,uniform,disc_aab7c45b.iff,0A,0x66D9C800,0x89294,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xAAB7C45B
uniforms,uniform_components,disc_aaf470ea.iff,0B,0xE3E6800,0x21609A,1,Uniform component - 2048x512 DXN,0xAAF470EA
uniforms,uniform_components,disc_ab0d74bd.iff,0A,0x5B0D5800,0x1E75E7,1,Uniform component - 2048x512 DXN,0xAB0D74BD
lak,Team-Select Jersey Decal,disc_ab3ee511.iff,0A,0x6760B000,0xE8931,1,Columbus Jersey Decal (Home or Away),0xAB3EE511
uniforms,Creation Zone Logo,disc_abe0bfdd.iff,0A,0x6A7CF000,0xB3383,1,"Custom Jersey Decal (recolorable, no logo)",0xABE0BFDD
uniforms,Creation Zone Logo,disc_ad30f10c.iff,0A,0x69A87800,0x9E816,1,"Custom Jersey Decal (recolorable, no logo)",0xAD30F10C
fla,Team-Select Jersey Decal,disc_ad6a98b8.iff,0A,0x6683F800,0xE48E4,1,Buffalo Jersey Decal (Home or Away),0xAD6A98B8
uniforms,uniform_components,disc_ad6ca119.iff,0B,0x957D000,0x1ED897,1,Uniform component - 2048x512 DXN,0xAD6CA119
uniforms,uniform_components,disc_ae91cacb.iff,0A,0x55105800,0x1F401F,1,Uniform component - 2048x512 DXN,0xAE91CACB
custom,uniform_customizable,disc_af432dd1.iff,0A,0x6A882800,0xB42C7,1,Customizable-team jersey template (RGB tint),0xAF432DD1
van,Team-Select Jersey Decal,disc_af8a775f.iff,0B,0x1C3F000,0x1042C7,1,Los Angeles Jersey Decal (Home or Away),0xAF8A775F
uniforms,Team-Select Jersey Decal,disc_af8cb986.iff,0B,0x7DC8000,0xE5BE5,1,Vancouver Home Jersey Decal,0xAF8CB986
uniforms,uniform_components,disc_afaee6b1.iff,0A,0x5B683000,0x1DE421,1,Uniform component - 2048x512 DXN,0xAFAEE6B1
uniforms,uniform_components,disc_afea2c99.iff,0A,0x58E02800,0x1D3D09,1,Uniform component - 2048x512 DXN,0xAFEA2C99
custom,uniform_customizable,disc_b0d30bfa.iff,0B,0x20AA000,0xFDA39,1,Customizable-team jersey template (RGB tint),0xB0D30BFA
uniforms,uniform_components,disc_b1f91201.iff,0A,0x5690D800,0x22381B,1,Uniform component - 2048x512 DXN,0xB1F91201
uniforms,Creation Zone Logo,disc_b24c30c6.iff,0A,0x6AD58000,0x9D1CE,1,"Custom Jersey Decal (recolorable, no logo)",0xB24C30C6
uniforms,uniform_components,disc_b2a1fba6.iff,0A,0x5BFC8800,0x1EB6F9,1,Uniform component - 2048x512 DXN,0xB2A1FBA6
custom,uniform_customizable,disc_b41559e9.iff,0B,0x6B63800,0xDEF00,1,Customizable-team jersey template (RGB tint),0xB41559E9
custom,uniform_customizable,disc_b4242d73.iff,0B,0x7B73800,0xC5E9C,1,Customizable-team jersey template (RGB tint),0xB4242D73
uniforms,Team-Select Jersey Decal,disc_b4b6b7ec.iff,0A,0x64D7B800,0x102511,1,2K All-Stars Jersey Decal,0xB4B6B7EC
uniforms,uniform_components,disc_b4d1d7d6.iff,0A,0x6437B800,0x211124,1,Uniform component - 2048x512 DXN,0xB4D1D7D6
atl,Team-Select Jersey Decal,disc_b57a0af1.iff,0B,0x138A000,0xB8B92,1,Germany Jersey Decal (Home or Away),0xB57A0AF1
wsh,Team-Select Jersey Decal,disc_b5ff12be.iff,0A,0x6546B000,0xBD2C0,1,Anaheim Jersey Decal (Home or Away),0xB5FF12BE
cbj,Team-Select Jersey Decal,disc_b5ff1e03.iff,0B,0x70C4000,0x10EA97,1,Toronto Jersey Decal (Home or Away),0xB5FF1E03
uniforms,Creation Zone Logo,disc_b643e581.iff,0B,0x5B87000,0xF9680,1,San Jose Sharks #1 - Creation Logo,0xB643E581
uniforms,uniform,disc_b67eed65.iff,0B,0x51F2000,0x8FD74,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xB67EED65
uniforms,uniform_components,disc_b6a5b5a6.iff,0B,0xCD58800,0x1C390B,1,Uniform component - 2048x512 DXN,0xB6A5B5A6
uniforms,Creation Zone Logo,disc_b6d8995b.iff,0B,0x6343800,0x11C88F,1,St Louis Blues #1 - Creation Logo,0xB6D8995B
uniforms,Creation Zone Logo,disc_b6efa2ca.iff,0A,0x6ADF5800,0xAFDE3,1,"Custom Jersey Decal (recolorable, no logo)",0xB6EFA2CA
uniforms,uniform,disc_b796b6f7.iff,0A,0x68A90800,0x88169,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xB796B6F7
uniforms,uniform_components,disc_b803c219.iff,0A,0x5EE6E000,0x1E7ACC,1,Uniform component - 2048x512 DXN,0xB803C219
uniforms,uniform_components,disc_b842fbf9.iff,0B,0xFBD6000,0x1F4E93,1,Uniform component - 2048x512 DXN,0xB842FBF9
custom,uniform_customizable,disc_b8b48a87.iff,0B,0x3707800,0xEDD82,1,Customizable-team jersey template (RGB tint),0xB8B48A87
uniforms,Team-Select Jersey Decal,disc_b9183d21.iff,0A,0x65DA1800,0x115B53,1,Boston Jersey Decal (Home or Away),0xB9183D21
atl,uniform,disc_b9af7a4d.iff,0A,0x65528800,0xCB97A,1,Team-Select Jersey Decals - ATL_ALT,0xB9AF7A4D
uniforms,Creation Zone Logo,disc_ba9dd5a4.iff,0A,0x69BD5000,0xAE796,1,"Custom Jersey Decal (recolorable, no logo)",0xBA9DD5A4
uniforms,uniform_components,disc_bca05015.iff,0A,0x5F056000,0x1F0F61,1,Uniform component - 2048x512 DXN,0xBCA05015
uniforms,uniform,disc_bcf964d7.iff,0B,0x17E5000,0x8B22A,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xBCF964D7
uniforms,uniform_components,disc_bd259b1a.iff,0A,0x61858000,0x235105,1,Uniform component - 2048x512 DXN,0xBD259B1A
uniforms,uniform_components,disc_bd6fcc64.iff,0A,0x57C4B000,0x1CE5BE,1,Uniform component - 2048x512 DXN,0xBD6FCC64
uniforms,uniform_components,disc_bdc1d671.iff,0B,0x150D6000,0x1B4B7B,1,Uniform component - 2048x512 DXN,0xBDC1D671
uniforms,Creation Zone Logo,disc_be3e47a8.iff,0A,0x69C83800,0xA56E6,1,"Custom Jersey Decal (recolorable, no logo)",0xBE3E47A8
uniforms,uniform,disc_be6d9c6d.iff,0A,0x6B2B1800,0x86663,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xBE6D9C6D
uniforms,uniform_components,disc_bf410f78.iff,0B,0x15644800,0x20C8B2,1,Uniform component - 2048x512 DXN,0xBF410F78
uniforms,Creation Zone Logo,disc_bfecd226.iff,0B,0x2A4C800,0xC0EBB,1,Colorado Rockies #1 - Creation Logo,0xBFECD226
uniforms,uniform_components,disc_c0309ae8.iff,0B,0x105D5000,0x198091,1,Uniform component - 2048x512 DXN,0xC0309AE8
uniforms,uniform_components,disc_c0575e2e.iff,0B,0x10CF6800,0x1D8667,1,Uniform component - 2048x512 DXN,0xC0575E2E
custom,uniform_customizable,disc_c3a6d25e.iff,0B,0x7AAB000,0xC8788,1,Customizable-team jersey template (RGB tint),0xC3A6D25E
custom,uniform_customizable,disc_c3fd7c90.iff,0B,0x2BCE800,0xC95D5,1,Customizable-team jersey template (RGB tint),0xC3FD7C90
custom,uniform_customizable,disc_c4940e38.iff,0A,0x68392000,0xD1B0F,1,Customizable-team jersey template (RGB tint),0xC4940E38
uniforms,uniform_components,disc_c4d1f65f.iff,0A,0x5A8A1800,0x1EF095,1,Uniform component - 2048x512 DXN,0xC4D1F65F
uniforms,uniform,disc_c6372b1d.iff,0B,0x3B68800,0x8F493,1,Team-Select Jersey Decals - unidentified (browse preview to identify team),0xC6372B1D
sjs,Team-Select Jersey Decal,disc_c65e438a.iff,0B,0x5D7A000,0xEF4DE,1,San Jose Jersey Decal (Home or Away),0xC65E438A
uniforms,Creation Zone Logo,disc_c6fcf07f.iff,0A,0x69E78800,0xA9A8F,1,"Custom Jersey Decal (recolorable, no logo)",0xC6FCF07F
nsh,uniform,disc_c7b05cb3.iff,0B,0x2E62000,0x1050D0,1,Team-Select Jersey Decals - NSH_AWAY,0xC7B05CB3
